Flat,,İnönü Mah.Doğan Araslı Boulevard No: 90 Esenyurt,,Istanbul Europe,,,Turkey,,41.023724,28.686243,,,0
Eskisehir,,Hasan Polatkan Boulevard Başan Sokak Vişnelik Mevkii (Migros Yanı),,Eskisehir,,,Turkey,,39.765998,30.508931,,,0
Eskisehir Islands,,Porsuk Boulevard No: 13 Beyond Migros,,Eskisehir,,,Turkey,,39.777079,30.516179,,,0
Eskisehir Espark,,Eski Bağlar Mah.University Cad.No:21 26170 Espark,,Eskisehir,,,Turkey,,39.782868,30.5111,,,0
Eskisehir Winged Avm,,Winged Shopping Center İsmet İnönü Cad.No:57_23,,Eskisehir,,,Turkey,,39.779126,30.513703,,,0
Eskisehir Neo Avm,,Çamlıca Mah.Gülperi Sok No: 1/158 Neo Shopping Center,,Eskisehir,,,Turkey,,39.780714,30.478578,,,0
Eyüp Meydan,,"İslam Bey Neighborhood, Eyüp Boulevard No: 141 / A Eyüp",,Istanbul Europe,,,Turkey,,41.0466,28.932504,,,0
Eyüp Flat Office,,Otakçılar Cad.No:60 Flatofis Ground Floor N0: Z-003 Store No Eyüp,,Istanbul Europe,,,Turkey,,41.038278,28.932502,,,0
Fethiye,,Cumhuriyet Mah.Atatürk Cad.No:52/A Facing of Fethiye Beledeyise Fethiye,,Muğla,,,Turkey,,36.622079,29.110493,,,0
Flyin,,Flyinn Shopping Center Harman Sokak No: 57/48 Florya,,Istanbul Europe,,,Turkey,,40.973359,28.804255,,,0
Forum Bornova,,Forum Bornova Shopping Center Kazim Dirik Mah.372 Street D Block 26/109 Bornova,,İzmir,,,Turkey,,38.449869,27.210261,,,0
Fulya Real,,About Yeten Street No: 14 Real Mall Besiktas,,Istanbul Europe,,,Turkey,,41.054201,28.999715,,,0
Galleria,,"Galleria Shopping Mall.Sahilyolu, Ataköy 34710 No: C1B0338",,Istanbul Europe,,,Turkey,,40.974787,28.869548,,,0
Gaziantep,,"Yavuzeli Cad. M - 1 Shopping Mall on the Arabian Sea, Şehitkamil",,Gaziantep,,,Turkey,,37.105393,37.401569,,,0
Gaziantep Dora Plaza,,Karataş Mah.No:394.Cadde Dora Business Center No: 3 Gaziantep / Şahinbey,,Gaziantep,,,Turkey,,37.01865,37.33959,,,0
Gaziantep Drive,,Sarıgüllük Mah.Fevzi Çakmak Boulevard No: 29 Şehitkamil,,Gaziantep,,,Turkey,,37.067611,37.360728,,,0
Let's play p,,Sarıgüllük Mah.İshak Rafet İşitmen Cad.Sankopark Avm Şehitkamil,,Gaziantep,,,Turkey,,37.063103,37.360984,,,0
Eyup,,Bağlarbaşı Mah.Bağlarbaşı Caddesi No: 8 Gaziosmanpaşa,,Istanbul Europe,,,Turkey,,41.059765,28.913774,,,0
Gebze Center Avm,,Tatlikuyu Neighborhood Gebze Center Avm Gebze,,Kocaeli,,,Turkey,,40.795821,29.441736,,,0
Gebze Bazaar,,Hacı Halil Neighborhood Station Street No: 25 Gebze,,Kocaeli,,,Turkey,,40.79689,29.433584,,,0
Göztepe,,Çemenzar Mah.Fahrettin Kerim Gökay Cad.No:2 Göztepe,,Istanbul Asia,,,Turkey,,40.982009,29.067354,,,0
Gümbet,,Ayaz Cad.N0: 45 Bodrum / Muğla_Gümbet,,Muğla,,,Turkey,,37.032444,27.404342,,,0
Ring Migros,,Atakent Neighborhood 1.Sardunya Street No7 / A Atakent-Halkalı,,Istanbul Europe,,,Turkey,,41.056966,28.781517,,,0
Airport Pas. Front.,,Atatürk Airport New International Terminal Before Passport Hanging Floor Yeşilköy,,Istanbul Europe,,,Turkey,,40.976695,28.816990,,,0
Airport Pas.Son.,,Atatürk Airport New International Terminal Post Passport Yeşilköy,,Istanbul Europe,,,Turkey,,40.976939,28.819740,,,0
History,,Vatan Cad.No:2 Fatih Culture Avm (History) Fatih,,Istanbul Europe,,,Turkey,,41.014798,28.944827,,,0
İskenderun Primall,,Numune Mah. Eyup Sultan Street No: 1 Prime Mall 2nd Floor Number 9 İskenderun 2nd Floor Number 9,,Hatay,,,Turkey,,36.574967,36.161555,,,0
Isparta,,Kutlubey Mah.106 Cad.N0: 22 Governor's Office In Atatürk Park,,Isparta,,,Turkey,,37.764797,30.557842,,,0
Isparta İyaş Avm,,Bahçelievler Mahallesi 56. Cad İyaş Park Life Center No: 13,,Isparta,,,Turkey,,37.782106,30.544372,,,0
Ikitelli,,İkitelli Organize Sanayi Bölgesi Atatürk Boulevard No: 1 İkitelli,,Istanbul Europe,,,Turkey,,41.067633,28.810772,,,0
İncirli-Shell,,İncirli Cad. No:84 İncirli - Shell Bakırköy,,Istanbul Europe,,,Turkey,,40.990859,28.87087,,,0
inegöl,,Osmaniye Mah. Altay Cad No: 2 A Block 1079 İnegöl,,Bursa,,,Turkey,,40.084156,29.510051,,,0
Istanbul Forum Bayrampaşa,,Forum İstanbul Kocatepe Mah.Paşa Cad.No:Sf50 B.Paşa,,Istanbul Europe,,,Turkey,,41.045972,28.898962,,,0
İstinye Park AVM,,Pınar Mah .İstinye Bayırı Cad.İstinye Park A.V.M  No:255/1 İstinye,,Istanbul Europe,,,Turkey,,41.110412,29.032372,,,0
Steward Champion,,Istinye Mah. Çayır Sk. Champ. Inner Stance,,Istanbul Europe,,,Turkey,,41.117897,29.049633,,,0
Adnan Menderes PÖ (Seasonal Closed),,Adnan Menderes Airport International Terminal Before Passport,,İzmir,,,Turkey,,38.295191,27.147649,,,0
Adnan Menderes Domestic Line,,Adnan Menderes Airport New Domestic Terminal,,İzmir,,,Turkey,,38.295192,27.14775,,,0
Bostanlı,,Cengiz Topel Cad.No:20/A Karsiyaka Bostanlı,,İzmir,,,Turkey,,38.459041,27.093447,,,0
Buca,,Menderes Cad.No 61/1  Buca,,İzmir,,,Turkey,,38.389754,27.166998,,,0
Carrefour,,Carrefour - Sa Trade Center Yalı Mah. 6522 Sokak No: 3 - Fc4 Mavişehir,,İzmir,,,Turkey,,38.478356,27.07436,,,0
Çigli Koçtaş,,Caher Dudayev Petrol Ofisi Facility Koçtaş Avm No: 7/101 Çiğli / Koçtaş,,İzmir,,,Turkey,,38.477461,27.066541,,,0
Forbes,,Forbes Cad. 313 Sok.No:8/10 Buca,,İzmir,,,Turkey,,38.388532,27.161066,,,0
Gaziemir,,Atif Bey Mah 5 Sok No:50 /B Gaziemir,,İzmir,,,Turkey,,38.323791,27.132701,,,0
Girne,,Bahriye Üçok Mah. Girne Blv. No: 144 / A,,İzmir,,,Turkey,,38.463507,27.108682,,,0
Güzelyali,,Mustafa Kemal Sahil Bulvarı No: 793 / 8-15 -16 Üçkuyular Konak,,İzmir,,,Turkey,,38.399582,27.078531,,,0
Karsiyaka Bazaar,,Kemal Pasha Cd. 1717 Sk. No: 110 / A Karşıyaka,,İzmir,,,Turkey,,38.456708,27.117666,,,0
Ozkanlar,,Kazim Dirik Mah.232.Sok.No:13 Asil Ege2 Apt.İzmir / Bornova,,İzmir,,,Turkey,,38.460796,27.201602,,,0
Do not,,Ssk Blocks 9 / B Konak Square Mansion,,İzmir,,,Turkey,,38.416105,27.1281,,,0
İzmit Dolphin,,Sanayi Cad.Berk Sokak No: 1/62 Dolphin Shopping Center,,Kocaeli,,,Turkey,,40.764586,29.940533,,,0
Izmit Gölcük,,Maraşel Fevzi Çakmak Cad.No:20 Gölcük,,Kocaeli,,,Turkey,,40.721311,29.819954,,,0
Izmit Kocaeli,,Özbek Gıda San.ve Tic.Ltd.Şirketi.Ömerağa Mah.Cumhuriyet Cad.No:128/A,,Kocaeli,,,Turkey,,40.763537,29.92928,,,0
İzmit Ncity,,Ncity A.V.M.Oramiral Salim Dervişoğlu Street Fair,,Kocaeli,,,Turkey,,40.760741,29.934072,,,0
İzmit Real,,Körfez Mah. İzzet Uzunel Sokak No: 23 9C 41040,,Kocaeli,,,Turkey,,40.763187,29.948581,,,0
Kadıköy Altıyol,,Söğütözü Cad.No:86/A Altıyol / Kadıköy,,Istanbul Asia,,,Turkey,,40.990707,29.029733,,,0
Kadıköy Mühürdar,,Caferağa Mah.Mühürdar Cad.No:39,,Istanbul Asia,,,Turkey,,40.989252,29.023828,,,0
Kadir Has Center,,Kadirhas Shoppıng Center Bahçelievler Mah.Mehmetçik Sk.No:1 Bahçelievler,,Istanbul Europe,,,Turkey,,40.996023,28.86392,,,0
Kale A.V.M.,,Castle A.V.M. Güven Mah.Eski London Asfaltı Cad.No:89 B30 / 29_30 Güngören,,Istanbul Europe,,,Turkey,,41.015487,28.877758,,,0
Camilo,,Celaliye Kamiloba Cad. No: 632 Kamiloba Büyükçekmece,,Istanbul Europe,,,Turkey,,41.037923,28.436685,,,0
Canyon,,Buyukdere Cad.No: 185 Canyon Shopping Center Levent,,Istanbul Europe,,,Turkey,,41.078377,29.012304,,,0
Karabuk Onel,,Karabük Onel: Bayır Mah. Kemal Güneş Cad. No: 92 Onel Shopping Center Karabük (Dükkan No: 322-323-324-403-404),,Karabük,,,Turkey,,41.19613,32.615826,,,0
Eagle Beach,,Ankara Cad. No: 34 Eagle,,Istanbul Asia,,,Turkey,,40.888621,29.187128,,,0
Kayseri Silk Palace,,Sivas Boulevard No: 182/206 Melikgazi,,Kayseri,,,Turkey,,38.732268,35.525675,,,0
Kayseri Park,,Park Shopping Center Alpaslan Mah.Eşref Bitlis Boulevard K: 3 No: 130 / 131-132 Melikgazi,,Kayseri,,,Turkey,,38.726711,35.518092,,,0
Kc Göksupark,,Kc Göksupark Avm No: 8_9 Eryaman Etimesgut,,Ankara,,,Turkey,,39.987276,32.646688,,,0
Kemer,,Merkez Mah.Deniz Cad.No:41/C Vakıfbank Yanı Kemer,,Antalya,,,Turkey,,36.60083,30.56785,,,0
kemerburgaz,,Göktürk Village Istanbul Street Opposite Kemerburgaz,,Istanbul Europe,,,Turkey,,41.179299,28.884259,,,0
Kenan Evren Boulevard,,Kenan Evren Boulevard Kahyalar Apt. No: 34 Nobel Medical Center Cukurova,,Adana,,,Turkey,,37.036038,35.306989,,,0
Konak Pier,,Konak Pier Shopping Center Atatürk Cad.No:19 Konak,,İzmir,,,Turkey,,38.422,27.129932,,,0
Konya,,Ferit Paşa Mah.Kule Cad.No:8 Kule Site Shopping Center Floor: 2 No: 219/220 Selçuklu,,Konya,,,Turkey,,37.889277,32.493518,,,0
Konya Ereğli,,Konya Ereğli Park Site Avm. Sumer Mah. Rasim Erel Cad.Eczacı Sami Sok.No:3,,Konya,,,Turkey,,37.507493,34.049874,,,0
Konya Oval Bazaar,,"Bosnia Herzegovina Street, Osmanli Cad.Oval Carsi, No: 14/11. selcuklu",,Konya,,,Turkey,,38.009987,32.525944,,,0
Konya Real,,Konya Real Shopping Center Doç.Dr.Halil Product Cad.Yazır Mah.No: 30/23 Selçuklu,,Konya,,,Turkey,,37.950425,32.495487,,,0
Kozyata Kozzy,,"Bayar Street, Buket Street No: 20/1 Kozzy Avm Kozyatağı",,Istanbul Asia,,,Turkey,,40.969701,29.091745,,,0
Kurtkoy Atlantis,,Yenişehir Mah.Osmanlı Boulevard Atlantis Shopping Center No: 131/132 Atlantis Avm Pendik,,Istanbul Asia,,,Turkey,,40.928509,29.309741,,,0
Kuşadası Kipa,,Değirmendere Mah.Süleman Demirel Sok.No:223 Fc4 Kuşadası Kipa Avm,,Intellectual,,,Turkey,,37.811939,27.280354,,,0
Kütahya Hilton,,Hilton Oteli Alti Bazaar Shopping Center Ground Floor No: 12 Mithatpaşa Caddesi No: 1,,Kutahya,,,Turkey,,39.421124,29.986322,,,0
Levent Industry,,Industrial District Sultan Selim Street 5 / A Kağıthane,,Istanbul Europe,,,Turkey,,41.090532,29.004591,,,0
lüleburgaz,,Murat Hüdavendigar Cad.Terminal Opposite Kipa Shopping Center Lüleburgaz,,Kırklareli,,,Turkey,,41.402548,27.344505,,,0
Malatya Park,,İnönü Neighborhood Çamlıca (İnönü) Avenue No: 178,,Malatya,,,Turkey,,38.350069,38.296194,,,0
Maltepe Carrefour,,Cevizli Mah.Tugay Yolu No: 73 Carrefoursa A.V.M. 212-213 Nolu Independent Departments Maltepe,,Istanbul Asia,,,Turkey,,40.919628,29.163916,,,0
Maltepe Merkez Carrefour,,Maltepe Carrefour Shopping Center Feyzullah Mah.Bağdat Cad.No: 50 Maltepe,,Istanbul Asia,,,Turkey,,40.931781,29.127642,,,0
Manavgat,,Antalya Cad.Yaşif Hisar Mah.İş Bank Yanı Manavgat,,Antalya,,,Turkey,,36.786965,31.444271,,,0
Manisa,,Utku Mahallesi Çimentepe Street No: 23 / A And B,,Manisa,,,Turkey,,38.613285,27.430187,,,0
Marmaris Harbor,,Tepe Mah. Kordon Cad. 8/C Marmaris,,Muğla,,,Turkey,,36.851633,28.27326,,,0
Mavişehir,,Blue City Egs Shopping Center Karsiyaka,,İzmir,,,Turkey,,38.470556,27.074944,,,0
mecidiyeköy,,Buyukdere Cad. Beyazit Han. No: 86 Mecidiyeköy,,Istanbul Europe,,,Turkey,,41.066483,29.003011,,,0
Mecidiyeköy Lawyers,,Buyukdere Cad. Hukukçular Sitesi Yanı No: 24 / 1_2,,Istanbul Europe,,,Turkey,,41.064618,28.993088,,,0
Myrtle,,Ismet Inonu Bulv.No:138Adventure Apt. Six,,Myrtle,,,Turkey,,36.790829,34.62405,,,0
Mersin Carrefour,,İsmet İnönü Bulvarı Limonluk Mah.Mersin Carrefour Tic.Merkezi Store No: R,,Myrtle,,,Turkey,,36.800364,34.594725,,,0
Mersin Forum,,Güvenevler Mah.20.Cadde 120/133 Forum Avm S Blok No: 10 Pk 33140,,Myrtle,,,Turkey,,36.784325,34.589577,,,0
Mersin Kipa,,Akkent Mah.Mersin Kipa Avm İnçi 2nd Floor 2nd Nolu Store,,Myrtle,,,Turkey,,36.768128,34.553078,,,0
Mersin Marina,,Eğri Çam Mah. Adnan Menderes Boulevard No: 33 / F D Block No: 26 Yenişehir,,Myrtle,,,Turkey,,36.771321,34.568863,,,0
Mersin Pozcu,,Güvenevler Mah. Gmk Bulvarı No: 386 / A Doğanyıldız Business Center No: 40 Yenişehir Pozcu,,Myrtle,,,Turkey,,36.781273,34.588099,,,0
Merter,,Çırpıcı Yolu 34720 Merter,,Istanbul Europe,,,Turkey,,41.001184,28.889103,,,0
Constitutionalism,,Meşrutiyet Cad.No: 15/34 Kızılay,,Ankara,,,Turkey,,39.918106,32.857253,,,0
Metro city,,Metro city Shopping Center Buyukdere Cad. No: 171/226 1.Levent,,Istanbul Europe,,,Turkey,,41.076289,29.01399,,,0
Metroport Avm,,Bahçelievler Metro Station Above Metroport Avm Pk 34180 Bahçelievler,,Istanbul Europe,,,Turkey,,40.995428,28.862305,,,0
Mimaroba,,Mimar Sinan Mah.Mustafa Kemal Cad.Çarıklı Business Center No: 9 Büyükçekmece,,Istanbul Europe,,,Turkey,,41.007703,28.537853,,,0
Mkm,,Akat Mah.Uğur Mumcu Cad.No: 8 Store 7 Akatlar / Besiktas,,Istanbul Europe,,,Turkey,,41.09227,29.02761,,,0
Muğla Park,,New Garage Road Bademlik Mevkii Park,,Muğla,,,Turkey,,37.210037,28.358013,,,0
Nevşehir Forum,,Bahçelievler Mah.Mustafa Parkmaksiz Cad.No:56/Ff13,,Nevsehir,,,Turkey,,38.635963,34.709271,,,0
Nigde,,Selcuk Mah. Dr. Sami Yagiz Cad  Asiller Apt. Alti No : 73,,Nigde,,,Turkey,,37.963496,34.669417,,,0
Nisantasi,,Rumeli Caddesi No: 2/2 Nişantaşı / Şişli,,Istanbul Europe,,,Turkey,,41.052014,28.991164,,,0
Nişantaşı Citys,,Teşvikiye Street No: 162 Citys Shopping Center 4th Floor 417 Şişli,,Istanbul Europe,,,Turkey,,41.050924,28.992498,,,0
Olıvıum Center,,Muammer Aksoy Boulevard Olivium Shopping Center Zeytinburnu Stadium Opposite Zeytinburnu,,Istanbul Europe,,,Turkey,,40.995225,28.910367,,,0
Ortakoy,,Muallim Naci Caddesi No: 47 / A Beşiktaş,,Istanbul Europe,,,Turkey,,41.048799,29.027691,,,0
Life,,Old London Asphalt Longevity Bakirkoy,,Istanbul Europe,,,Turkey,,40.998569,28.873971,,,0
Palladium AVM,,Barbaros Neighborhood Folk Street No: 8 Palladium AVM B8 -191 Ataşehir,,Istanbul Asia,,,Turkey,,40.985238,29.099609,,,0
Park Bornova,,Ankara Cad.No:19 / 30 Park Bornova Shopping Center Bornova,,İzmir,,,Turkey,,38.456833,27.246858,,,0
Pelican Mall,,University Mah. Pelican Mall Avm. hunters,,Istanbul Europe,,,Turkey,,40.990757,28.714583,,,0
Pendik Neomarin,,Kaynarca Mah.Tersane Kavşağı No: 9 2Kat 02 Nolu Store Pendik Avm,,Istanbul Asia,,,Turkey,,40.863842,29.273995,,,0
Pendik Beach,,East Mah.Ankara Cad.No:128 Pendik,,Istanbul Asia,,,Turkey,,40.876948,29.235625,,,0
Pendik Viaport,,Yenişehir Mah.Dedepaşa Cad.No:2 Viaport Avm No: 2 Store No: 29 Kurtköy / Pendik,,Istanbul Asia,,,Turkey,,40.936642,29.326095,,,0
Pendoria,,Çamçeşme Mah.Tarsan Cad.Fabrika Sok.Pendorya Avm No:5/121 A Pendik,,Istanbul Asia,,,Turkey,,40.866031,29.275308,,,0
Perla Vısta,,Yavuz Sultan Selim Boulevard Perlavista Avm Beykent Beylikdüzü,,Istanbul Europe,,,Turkey,,41.016139,28.626861,,,0
Profile,,Cemal Sahir No: 26-28 Mecidiyeköy,,Istanbul Europe,,,Turkey,,41.070049,29.001713,,,0
Sabiha Gökçen Airport Pöö,,Sabiha Gökçen International Airport 34192 Pendik,,Istanbul Asia,,,Turkey,,40.907439,29.316488,,,0
Sabiha Gökçen Airport Ps,,Sabiha Gökçen International Airport 34192 Pendik,,Istanbul Asia,,,Turkey,,40.907439,29.316488,,,0
Salihli Kipa,,Kipa Avm Sehitler Mah.Park Cad.No:63 31 Nolu Store Salihli,,Manisa,,,Turkey,,38.483023,28.124882,,,0
Samsun Atakum,,Mimar Sinan Mah. Alparslan Boulevard 3M Migros Yanı Türkiş / Atakum,,mastiff,,,Turkey,,41.331092,36.270055,,,0
Sapphire,,Çelik Tepe Neighborhood Büyükdere Caddesi 34330 Istanbul Sapphire,,Istanbul Europe,,,Turkey,,41.084742,29.00661,,,0
Sariyer,,Yeni Mahalle No: 11 Sarıyer,,Istanbul Europe,,,Turkey,,41.168402,29.057122,,,0
Sefaköy,,Safra Village Safra Mevkii Telsizleryolu No: 6 Shell Gas Station Sefaköy,,Istanbul Europe,,,Turkey,,40.996574,28.796599,,,0
Selçuk Tem,,Tabaş Recreational Facilities Health Village Volks İzmir Aydın Highway 76.Km Torbalı,,İzmir,,,Turkey,,38.070256,27.411201,,,0
Silivri Kipa,,Yeni Mah.General Ali İhsan Türkkan Cad.No:30/34 Kipa Avm Silivri,,Istanbul Europe,,,Turkey,,41.076765,28.251587,,,0
Silivri-Maxi,,"E5 Highway, Karaali Mevkii, Maxi Shop city - Silivri",,Istanbul Europe,,,Turkey,,41.08158,28.20436,,,0
Sirkeci,,Ankara Cad. No.221 Sirkeci,,Istanbul Europe,,,Turkey,,41.01541,28.975804,,,0
Sivas,,Istasyon Cad. Sabri Bey Apt. Alti  No : 18/C,,Sivas,,,Turkey,,39.747881,37.013107,,,0
Söğütözü,,Dumlupınar Boulevard (Eski Eskisehir Road) 7.KM No: 100 Halk Bankası Önü Söğütözü,,Ankara,,,Turkey,,39.909424,32.794756,,,0
Star City,,Köyaltı Mevki Merkez Mahallesi Değirmenbahçe Caddesi Kavak Sokak No: 2 (2-22) Star City Avm Yenibosna,,Istanbul Europe,,,Turkey,,41.011071,28.815779,,,0
Sultanbeyli,,Mehmet Akif Mah. Fatih Street. No: 105 Sultanbeyli,,Istanbul Asia,,,Turkey,,40.967039,29.267584,,,0
Süreyyapaşa,,Turgut Özal Bulvarı No: 193/10 Sahilyolu Süreyyapaşa Facilities Maltepe,,Istanbul Asia,,,Turkey,,40.926496,29.123883,,,0
Şanlıurfa Mosaic,,Esentepe Mah.Osmangazi Cad.Mozzaik Avm Yenişehir,,Sanliurfa,,,Turkey,,37.181463,38.806777,,,0
Şirinevler Meydan,,Saadettin Tandan Square Meriç Street No: 4 Şirinevler / Bahçelievler,,Istanbul Europe,,,Turkey,,40.992403,28.845425,,,0
Foggy,,Abide-I Hürriyet Cad. No: 280 Shell Petrol Station Side Sisli,,Istanbul Europe,,,Turkey,,41.065868,28.987212,,,0
partition,,Clerk Mustafa Çelebi Mah. Istiklal Cad. No: 1 Taksim / İstanbul,,Istanbul Europe,,,Turkey,,41.036201,28.984503,,,0
Taksim Demirören,,Taksim Demirören Shopping Center İstiklal Caddesi No: 50-54 Beyoğlu,,Istanbul Europe,,,Turkey,,41.034756,28.980265,,,0
Taksim Fitaş,,İstiklal Cad.No:12 Fitaş Pasajı Hanging Floor Beyoğlu,,Istanbul Europe,,,Turkey,,41.035824,28.982918,,,0
Tarabya,,Kireçburnu Cad.Haydarbey Apt.No:170/1 Tarabya,,Istanbul Europe,,,Turkey,,41.13882,29.053818,,,0
Enemies,,Ayditsu Mah.Tekira Avm Floor: 3 Köprübaşı,,Tekirdag,,,Turkey,,40.977292,27.503946,,,0
Tekirdag Maxi,,Köse İlyas Yolu Crossroad State Material Office Yanı Değirmen Alti Maxi Shoppıng Center,,Tekirdag,,,Turkey,,40.988505,27.57668,,,0
Tepe Nautilus Carrefour,,Ibrahim Agha Mah. Dinlenç Sk. No: 18 Nautilus A.V.M. 106 Nolu Independent Section Koşuyolu-Kadıköy,,Istanbul Asia,,,Turkey,,41.000192,29.032445,,,0
Terracity,,Fener Mah. Tekelioğlu Cad.1979 Street No: 2/055 Terracity Avm Muratpaşa,,Antalya,,,Turkey,,36.852276,30.756371,,,0
T et al.,,Gülbahar Hatun Mah.İnönü Cad.No:18 Atapark Shopping Center Atapark,,Trabzon,,,Turkey,,41.005524,39.716006,,,0
Trabzon Cevahir Avm,,Cumhuriyet Mah-Devlet Karayolu Cad. No: 19/84. Yomra,,Trabzon,,,Turkey,,40.967653,39.838202,,,0
Trabzon Forum Avm,,100.Yıl Parkı Yanı Forum Trabzon Avm 1 Block 08 Nolu Store,,Trabzon,,,Turkey,,41.000059,39.760305,,,0
Trabzon Square,,Kemerburgaz Mah.Maraş Cad.No:1,,Trabzon,,,Turkey,,41.005417,39.730068,,,0
Tunalı Hilmi,,Tunalı Hilmi Cad. No.110 Kavaklıdere,,Ankara,,,Turkey,,39.903158,32.860195,,,0
Tütünçiftlik,,Tem Otoyolu 76.Km Tütünçiftlik Mevkii,,Kocaeli,,,Turkey,,40.769325,29.798506,,,0
Servant,,Karun Shopping Center 4.Sigorta Cad.No:9 Floor: 2,,Servant,,,Turkey,,38.667418,29.400557,,,0
Umraniye M1 Square,,Fatih Sultan Mehmet District Balkan Street 243/62 Ümraniye,,Istanbul Asia,,,Turkey,,41.024131,29.126059,,,0
Uskudar,,Selmanağa Mah.Selman İpak Cad.No:16/2 Üsküdar,,Istanbul Asia,,,Turkey,,41.025487,29.016635,,,0
Uskudar Square,,Hakimiyet-İ Milliye Caddesi No: 78 / Üsküdar,,Istanbul Asia,,,Turkey,,41.023507,29.015577,,,0
Vatan Caddesi,,Arpa Emini Mah. Vatan Cad. No: 79 / A Aksaray,,Istanbul Europe,,,Turkey,,41.016398,28.940651,,,0
Yahya Captain,,Yahya Kaptan Mah.Akasya Cad.Arastapark Avm No: 3 -63 Izmit,,Kocaeli,,,Turkey,,40.766271,29.976383,,,0
Yalova Sculpture,,Rüstempaşa Mah.Cumhuriyet Cad.Huzur Sokak No: 41 / A Şenler Plaza,,Yalova,,,Turkey,,40.657876,29.269638,,,0
Yalova Kipa,,Kazım Karabekir Mah.Şehit Ömer Faydalı Cad.Kipa Avm No: 233 49 Nolu Store Thermal Yalova Road,,Yalova,,,Turkey,,40.653359,29.254928,,,0
yenimahalle,,Konya State Road 2. Km Migros Shopping Center No: 231 Floor: 2,,Ankara,,,Turkey,,39.950314,32.831638,,,0
Yenisahra Optimum,,Optımum Avm No: 174 Floor: 3 Yenisahra / İstanbul,,Istanbul Asia,,,Turkey,,40.987891,29.086326,,,0
Star Poas,,Turan Gunes Bulvarı No: 37 Star Petrol Ofisi in Çankaya,,Ankara,,,Turkey,,39.871476,32.861476,,,0
Zafer Plaza,,Zafer Meydanı Fire Brigade Yanı Cemal Nadir Cad.Zafer Plaza A.V.M.,,Bursa,,,Turkey,,40.187129,29.059498,,,0
Zeytinburnu 58.Bulvar,,Nuri Paşa Mahallesi 58.Bulvar Caddesi No: 148 Zeytinburnu,,Istanbul Europe,,,Turkey,,40.985837,28.904132,,,0
67 Shopping Mall,,İncivez Mah.Milli Egemenlik Cad.Demirpark Shopping Center No: 130,,Zonguldak,,,Turkey,,41.455675,31.764206,,,0
sultangazi,,Cebeci Neighborhood 1.Cebeci Road No: 5 / B Sultangazi,,Istanbul Europe,,,Turkey,,41.107678,28.861775,,,0
Diyarbakir 4,,Diyarbakir 4 Ninova Avm,,Diyarbakir,,,Turkey,,37.93494,40.202616,,,0
Bakırköy Ebuziye Caddesi,,Zeytinlik Mah. Ebuziya Cad. No: 24 / B Bakırköy,,Istanbul Europe,,,Turkey,,40.977585,28.874545,,,0
Çorlu Orion,,"Ali Paşa Mahallesi, Salih Omurtak Caddesi, Orion Shopping Center Top floor No: 61 / B 59850 Corlu",,Tekirdag,,,Turkey,,41.152273,27.830009,,,0
Carrefour,,Ismet Pasa Mah. Hüseyin Avni Baskı Sokak No: 17,,Canakkale,,,Turkey,,40.147993,26.410326,,,0
Kayseri Forum Shopping Mall,,Hunat Mah. Sivas Boulevard No: 24 / A Melikgazi,,Kayseri,,,Turkey,,38.723291,35.49662,,,0
Nata Vega Avm,,"Aksemsettın Mah. Doğukent Cad. No: 213-A. Mgz No: 2K189-190 Nata Vega AVM, Mamak",,Ankara,,,Turkey,,39.887475,32.935394,,,0
Eskisehir Özdilek,,Hoşnudiye Mah. Acibadem Sok. Eski Bağlar No: 20 Özdilek Shopping Center Tepebaşı,,Eskisehir,,,Turkey,,39.78418,30.497175,,,0
Kızılay Meydan Shopping Center,,Gazi Mustafa Kemal Blv. Kızılay Avm. Ground Floor Independent Section No: 1 Kızılay,,Ankara,,,Turkey,,39.921124,32.85331,,,0
Istanbul Forum 2 Subway Entrance,,Kocatepe Mah. Pasa Cad. Istanbul Forum AVM FF Bloc No: 99 Bayrampaşa,,Istanbul Europe,,,Turkey,,41.045972,28.898962,,,0
Ziyapaşa,,"Kurtuluş Mahallesi 64002 Sokak No: 2, Number 19 Workplace Seyhan",,Adana,,,Turkey,,36.997342,35.320754,,,0
Victory,,Hamidiye Mah. Alaaddin Boulevard M.Aksoy Site No: 3 / B Selçuklu,,Konya,,,Turkey,,37.871437,32.490193,,,0
Adnan Menderes PS,,Adnan Menderes Airport International Terminal After Passport,,İzmir,,,Turkey,,38.295191,27.147649,,,0
Ankara Sincan,,Atatürk Mah Lale cd. Meltem Sok. 34/2 Sincan,,Ankara,,,Turkey,,39.962972,32.584095,,,0
Ankara Nation,,Anafartalar Mah. Sanayi Cad. Ulus Business Hall G Block No: 6 / B Nation,,Ankara,,,Turkey,,39.940918,32.854545,,,0
Erzincan,,Ataturk Mah. Ordu Cad. No: 34,,Erzincan,,,Turkey,,39.749219,39.491472,,,0
Swollen Halaskargazi,,Halaskargazi Cad. No: 210 Swollen,,Istanbul Europe,,,Turkey,,41.06011,28.987569,,,0
Gaziemir,,Gaziemir Kipa,,İzmir,,,Turkey,,38.312644,27.143405,,,0
Tarsus,,Fevzi Cakmak Mah.Adana Cad.No: 57 Tarsu Avm Magaza No: 135 Tarsus,,Myrtle,,,Turkey,,36.920527,34.904388,,,0
